q_choice,q_choice_why,q_reject_A,q_reject_B,q_reject_C,q_reject_D,q_reject_E,q_reject_F,q_page_browse,q_page_buy,q_factor_most,q_factor_second,q_importance_title,q_importance_image,q_importance_bullets,q_importance_aplus,q_importance_attr,q_importance_price,q_importance_reviews,q_importance_trust,q_listing_redline,q_material_pref,q_transparency_pref,q_badge_effect,q_switch_trigger,q_price_acceptance,q_purchase_intent
C,"Best combination of a high rating (4.6 with nearly 1,000 reviews) and a low price ($7.09). It has the weighted magnets I want so the liner stays against the tub, plus EVA material that's odor-free and easy to wipe clean.",price_too_high|availability,look,already_chosen,few_reviews|material,few_reviews|look,availability|few_reviews,page2,page1,price_value,reviews,4,4,3,2,4,5,5,4,unavailable|no_price|no_size|material_unclear|low_rating|few_reviews,eva,semi,yes_somewhat,better_rating,5,4
A,"I want a liner that will last and not smell, and the AmazerBath EVA with brass grommets, weighted hem, and 4,156 reviews at 4.5 stars gives me the most confidence in build quality. I'm cautious about cheap plastic liners off-gassing or tearing, so I'll pay more for the soft-touch BPA-free EVA. The emerald green semi-transparent look also fits my bathroom better than a plain black or a loud 3D pattern.",already_chosen,price_suspicious|brand|look,price_suspicious|brand|look,few_reviews|material|rating,look|rating|brand,availability|few_reviews|size,page2,page1,reviews,material,4,4,4,2,4,4,5,5,unavailable|no_size|material_unclear|low_rating|few_reviews,eva,semi,yes_somewhat,better_rating,4,4
A,"I picked the AmazerBath emerald EVA liner because it has by far the strongest evidence behind it — 4.5 stars across 4,156 reviews — plus the features I actually care about: odor-free BPA-free EVA, 12 rustproof brass grommets, a reinforced double-layered header, and a weighted bottom. Yes, $18.99 is more than the $7 liners, but I'd rather pay once for something that won't tear, smell, or mildew in a few months.",already_chosen,brand|few_reviews|price_suspicious|look,brand|price_suspicious|look|material,few_reviews|material|brand|pack,look|few_reviews|rating|transparency,availability|few_reviews|size,page2,page1,reviews,material,4,5,4,2,4,3,5,5,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,4,4
C,"I want a liner that's clearly waterproof, easy to wipe down, and stays put against the tub with magnets, and this one has all three plus a solid 4.6 rating from nearly a thousand buyers. The Art-Deco blue wave pattern is pretty without being busy, and at $7.09 it's an easy price to swallow for something I'll replace in a year or two anyway. EVA and odor-free matters to me too, since I don't want that plasticky smell in a small bathroom.",price_too_high|look,price_suspicious|look,already_chosen,few_reviews|material,look|few_reviews,availability|few_reviews,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,unavailable|no_price|low_rating|few_reviews|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,4
C,"It's the best balance of price and evidence: 4.6 stars with nearly 1,000 reviews at just $7.09. EVA is odor-free and the magnets plus weighted hem mean it will actually stay against the tub, and I like the blue wave look.",price_too_high,price_suspicious,already_chosen,few_reviews|material,look|few_reviews|availability,availability|few_reviews,page2,page1,reviews,price_value,4,4,4,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,4
C,"It's the lowest price with the highest rating and a solid review count (4.6 stars, 974 reviews), and EVA is what I want — odor-free and PVC-free. The magnets and weighted hem are things I actually need so the liner stays put, and I don't mind the blue wave look.",price_too_high|availability,price_suspicious|look,already_chosen,few_reviews|material,look|few_reviews,availability|few_reviews|size,page2,page1,price_value,reviews,4,4,4,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,5
A,"I want a liner that's odor-free and safe (BPA-free EVA) with a weighted hem so it actually stays put, and this one has 4,000+ reviews backing it up. The $18.99 price is more than I'd normally pay for a liner, but for something I'll look at every day and won't have to replace soon, the brass grommets and double-layered header make it worth it.",already_chosen,price_suspicious|brand|few_reviews,price_suspicious|brand|few_reviews,few_reviews|material|pack,look|availability|rating,availability|few_reviews|material,page2,page1,reviews,material,4,4,4,2,5,4,5,4,unavailable|no_price|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_value,4,4
B,"I want a cheap, functional liner that looks decent and has solid evidence behind it. The jssablo Blue Cube is only $7.19, has a strong 4.4★ from nearly 1,900 reviews, is in stock, and includes the three bottom magnets I want so it stays against the tub.",price_too_high,already_chosen,price_suspicious|brand|few_reviews,few_reviews|material|pack,look|transparency|few_reviews,availability|few_reviews,page2,page1,price_value,reviews,4,4,4,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_function,5,4
C,"The LQFMEHOT liner hits my budget with the highest rating on the shelf (4.6★, ~974 reviews), and the blue wave texture with magnets at the hem gives me the practical function and look I want. The EVA material is odor-free and easy to wipe down, which matters for a bathroom I keep clean.",price_too_high,look,already_chosen,few_reviews,transparency|availability,availability|few_reviews,page2,page1,rating,price_value,4,4,4,2,4,4,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,5
C,"It has the highest rating (4.6) of any liner I can actually buy, plenty of reviews at 974, and at $7.09 it's the cheapest option on the shelf. The weighted magnets, anti-rust grommets, and odor-free EVA give me the function and safety I want without paying a premium.",price_too_high|look,look|few_reviews,already_chosen,few_reviews|material,look|few_reviews|availability,availability|few_reviews,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_function,5,5
C,"It has the highest rating (4.6) among the affordable options, a solid review count (974), and a clean Art-Deco wave look I like. The price of $7.09 is excellent value for a waterproof EVA liner with magnets and a weighted hem.",price_too_high,look,already_chosen,few_reviews|material,look|transparency,availability|few_reviews,page2,page1,rating,price_value,4,4,4,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,5
C,"I want a semi-transparent liner that still lets some light through, and this one has the highest rating (4.6) with a solid 974 reviews and a low $7.09 price. The magnets at the hem and easy wipe-clean EVA are exactly the practical features I need for my bathroom.",price_too_high|transparency|availability,look|few_reviews,already_chosen,few_reviews|material|pack,look|transparency|availability,availability|few_reviews|size,page2,page1,price_value,rating,4,4,4,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_value,5,4
C,"I want an odor-free EVA liner with magnets and a weighted hem, and the water-wave gradient blue design fits my modern bathroom without being boring. It has a strong 4.6 rating with nearly 1,000 reviews and the lowest price on the shelf, so it feels like the best balance of looks, function, and value.",price_too_high|look,look,already_chosen,few_reviews|material|pack,look|availability,availability|few_reviews|look,page2,page1,price_value,appearance,4,5,4,2,4,5,5,4,unavailable|low_rating|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,5,4
B,"The jssablo Blue Cube liner hits my sweet spot: it's cheap enough to replace without guilt, has a solid 4.4 rating with nearly 1,900 reviews so I trust it, and the EVA material plus bottom magnets are exactly what I want for a liner that stays put and wipes clean. The 3D cube texture also looks nicer than a plain clear liner.",price_too_high|look,already_chosen,brand|few_reviews,few_reviews|material|pack,look|few_reviews,availability|few_reviews,page2,page1,price_value,reviews,4,4,4,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_function,5,4
B,"The jssablo Blue Cube has a strong 4.4★ rating across nearly 1,900 reviews, which gives me real confidence in the quality. It's priced very low at $7.19, has the 3 magnets I want to keep it against the tub, and the 3D cube texture gives it a more premium look than a plain clear liner. EVA is also the material I'd prefer for being odor-free and safer than PVC.",price_too_high|look,already_chosen,brand|few_reviews,few_reviews|material,look|few_reviews,availability|few_reviews,page2,page1,reviews,price_value,4,5,4,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,5,4
C,"It's the cheapest option at $7.09 with the strongest evidence behind it — 4.6 stars from 974 reviews, the highest rating on the shelf. The water-wave texture looks clean and modern, and it has the functional features I care about (3 heavy magnets, anti-rust grommets, odor-free EVA) at a price where I won't feel bad replacing it in a year.",price_too_high,look,already_chosen,few_reviews|material,look|few_reviews,availability|few_reviews,page2,page1,price_value,reviews,4,4,4,2,3,5,5,4,unavailable|no_price|low_rating|few_reviews|blur_image,eva,semi,yes_somewhat,better_value,5,4
E,"I want a plain, solid liner that blocks the look of the tub area and won't show water spots or soap scum. The black EVA is PVC-free, has weighted magnets, and the 4.3 rating with 116 reviews is enough evidence for a basic purchase. Price is reasonable and it's in stock.",price_too_high|look|transparency,look|transparency|brand,look|transparency|brand,few_reviews|look|pack,already_chosen,availability|few_reviews|transparency,page2,page1,price_value,reviews,4,4,4,2,4,5,4,4,unavailable|no_price|few_reviews|material_unclear|blur_image,eva,blackout,yes_somewhat,lower_price,5,4
B,"Good price, solid 4.4 stars with plenty of reviews, and the magnets at the bottom keep it against the tub. EVA material is fine and it's in stock for immediate delivery.",price_too_high|availability,already_chosen,price_suspicious,few_reviews,look,availability|few_reviews,page1,page1,price_value,reviews,4,4,3,1,3,5,5,4,unavailable|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,4
B,"I want a cheap single liner that actually stays put against the tub, and the jssablo has 3 magnets plus a weighted hem at $7.19. It also has a solid review base (4.4 stars, 1,872 reviews) so I'm not gambling on an unknown listing, and the EVA material is a step up from PVC.",price_too_high|availability,already_chosen,price_suspicious|look,few_reviews|pack|look,look|availability,few_reviews,page2,page1,price_value,magnet,4,4,4,2,4,5,4,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,lower_price,5,4
C,"It has the highest rating (4.6) with a solid 974 reviews, and it has the features I care about most: EVA material, magnets at the hem, and a waterproof wipe-clean surface. At $7.09 it's a great value without feeling like a no-name gamble, and it's in stock.",price_too_high,look,already_chosen,few_reviews|pack,look|few_reviews,availability|few_reviews,page2,page1,rating,price_value,4,4,4,2,4,4,5,4,unavailable|no_price|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,4
C,"It's cheap, has a strong 4.6 rating with a decent review count, and the water-wave look is subtle enough to keep the bathroom feeling bright. EVA material and the magnets at the bottom cover the practical stuff I actually care about.",price_too_high|availability,look|price_suspicious,already_chosen,few_reviews|pack|material,look|few_reviews,availability|few_reviews,page2,page1,price_value,reviews,4,4,3,2,4,5,5,4,unavailable|no_price|low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_value,5,4
