trial,q_first_click,q_click_drivers,q_detail_info,q_detail_top,q_buy_first,q_notbuy_first,q_consider_more,q_second_click,q_buy_second,q_notbuy_second,q_third_click,q_buy_third,q_notbuy_third,q_fallback,q_fallback_blocker,q_reject_A,q_reject_B,q_reject_C,q_reject_D,q_reject_E,q_reject_F,q_page_browse,q_page_buy,q_factor_most,q_factor_second,q_importance_title,q_importance_image,q_importance_bullets,q_importance_aplus,q_importance_attr,q_importance_price,q_importance_reviews,q_importance_trust,q_listing_redline,q_material_pref,q_transparency_pref,q_badge_effect,q_switch_trigger,q_price_acceptance,q_purchase_intent
191,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images|price_deal,negative_reviews,add_cart,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|transparency|want_compare,E,not_buy,transparency|rating|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|look|brand,price_suspicious|brand|transparency,few_reviews|pack|material,transparency|rating|brand,few_reviews|size|brand,page2,page1,reviews,price_value,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
192,A,main_image|review_count|star_rating|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,add_cart,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|few_reviews|want_compare,E,not_buy,look|few_reviews|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|few_reviews,price_suspicious|material|few_reviews,few_reviews|pack|material,look|few_reviews,few_reviews|size|transparency|material,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,3,4
193,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal,reviews_photos,not_buy,price_too_high|want_compare,yes_more,E,not_buy,few_reviews|review_concern|want_compare,B,not_buy,look|want_compare,A,price|timing,fallback_favorite|price_too_high,look|price_suspicious,look|price_suspicious|few_reviews,few_reviews|material|pack,few_reviews|brand,few_reviews|size|look,page2,page1,appearance,reviews,4,5,4,2,4,4,5,4,low_rating|few_reviews|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,4
194,A,main_image|color_pattern|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal,negative_reviews,add_cart,price_too_high|want_compare,yes_more,C,add_cart,price_suspicious|material|few_reviews|want_compare,B,not_buy,price_suspicious|material|look|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|look,price_suspicious|material|few_reviews,few_reviews|material|pack,look|brand|review_concern,few_reviews|size|transparency,page2,page1,material,reviews,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
195,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|want_compare,C,add_cart,no_concern,C,reviews_trust|material,price_too_high,price_suspicious,few_reviews,few_reviews|material,look|few_reviews,few_reviews|size|look,page2,page1,rating,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,4,4
196,A,main_image|color_pattern|review_count|star_rating|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,add_cart,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|review_concern|want_compare,E,not_buy,material|look|review_concern|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|review_concern,price_suspicious|material|review_concern,few_reviews|material|pack,material|look|review_concern,few_reviews|size|material|look,page2,page1,material,reviews,4,5,4,2,5,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,unlikely,better_rating,4,4
197,A,main_image|color_pattern|star_rating|review_count|magnets|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,not_buy,price_too_high|want_compare,yes_more,C,not_buy,few_reviews|want_compare|material,B,not_buy,look|want_compare,A,price|reviews_trust,fallback_favorite|price_too_high,look,few_reviews,few_reviews|material|rating,few_reviews|look,few_reviews|size|look,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,3,4
198,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,not_buy,look|want_compare,C,not_buy,look|few_reviews|want_compare,A,price|timing,fallback_favorite|price_too_high,look,look|few_reviews,few_reviews|material|pack,look|few_reviews,few_reviews|size|look,page2,page1,reviews,price_value,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,4
199,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,E,not_buy,transparency|brand|few_reviews,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|brand,few_reviews|material,transparency|brand|few_reviews,few_reviews|size|material,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
200,A,main_image|review_count|star_rating|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|review_concern,C,not_buy,price_suspicious|brand|review_concern,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|brand|review_concern,price_suspicious|brand|review_concern,few_reviews|material|pack,few_reviews|look|brand,few_reviews|size|material,page2,page1,reviews,material,4,5,4,2,4,4,5,4,low_rating|few_reviews|material_unclear|blur_image|no_size,eva,semi,yes_somewhat,better_rating,3,4
201,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|want_compare,C,not_buy,look|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|brand,look|brand|price_suspicious,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|transparency,page2,page1,material,reviews,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,unlikely,better_rating,3,3
202,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|material_cert|size_specs|zoom_images,negative_reviews,add_cart,price_too_high|want_compare,yes_more,B,not_buy,look|want_compare,C,add_cart,want_compare,C,reviews_trust|info_gap,price_too_high,look,fallback_favorite,few_reviews|material|pack,look|few_reviews,few_reviews|size,page2,page1,price_value,appearance,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,4,4
203,A,review_count|star_rating|material_word|magnets|title_keyword|imagine_look,negative_reviews|reviews_photos|bullets|material_cert|size_specs|zoom_images|qa|seller,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|material|want_compare,E,not_buy,few_reviews|brand|info_incomplete,A,price|info_gap|timing,fallback_favorite|price_too_high,brand|material|review_concern,brand|price_suspicious|material,few_reviews|pack|material,few_reviews|brand|info_incomplete,few_reviews|size|material|brand,page2,page1,reviews,material,4,4,4,2,5,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,2,3
204,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|material_cert|size_specs|zoom_images|qa,reviews_photos,add_cart,price_too_high|want_compare,yes_more,C,add_cart,want_compare|price_suspicious,B,add_cart,want_compare|material,C,reviews_trust|material,price_too_high|fallback_favorite,material,material,few_reviews|material,look,few_reviews|size,page2,page1,reviews,price_value,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,4,4
205,A,main_image|color_pattern|review_count|imagine_look|magnets|material_word,reviews_photos|negative_reviews|bullets|material_cert|zoom_images|size_specs|delivery_returns,negative_reviews,add_cart,price_too_high|want_compare,yes_more,B,add_cart,material|want_compare,C,not_buy,brand|material|want_compare,B,material|reviews_trust,price_too_high|fallback_favorite,fallback_favorite|material,brand|material,few_reviews|material,look|few_reviews,few_reviews|size|look,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_value,4,4
206,A,main_image|color_pattern|review_count|magnets|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|want_compare,B,not_buy,price_suspicious|material|want_compare,A,price,fallback_favorite|price_too_high,price_suspicious|material|brand|look,price_suspicious|material|brand,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|material,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,3,4
207,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|material_cert|zoom_images|size_specs,reviews_photos,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|want_compare,B,not_buy,price_suspicious|material|want_compare,A,price|look_compromise,fallback_favorite|price_too_high,price_suspicious|material|brand,price_suspicious|material|brand,few_reviews|pack|material,look|few_reviews|brand,few_reviews|size|brand,page2,page1,material,reviews,4,5,4,2,4,4,5,5,low_rating|few_reviews|material_unclear|blur_image|no_size,eva,semi,yes_somewhat,better_rating,3,4
208,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal|qa,negative_reviews,add_cart,price_too_high|want_compare,yes_more,B,add_cart,look|want_compare,E,not_buy,look|few_reviews|brand,A,price|timing,fallback_favorite|price_too_high,look|price_suspicious,price_suspicious|few_reviews|brand,few_reviews|material|pack,look|few_reviews,few_reviews|size|look,page1,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
209,A,star_rating|review_count|material_word|magnets|color_pattern|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|transparency|want_compare,C,not_buy,price_suspicious|material|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|transparency|brand,price_suspicious|material|brand,few_reviews|rating|pack,look|few_reviews|brand,few_reviews|rating|look|size,page2,page1,material,reviews,4,4,4,2,4,5,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,unlikely,better_value,2,4
210,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,C,not_buy,price_suspicious|brand|few_reviews|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|brand|few_reviews,few_reviews|pack|material,look|brand|few_reviews,few_reviews|size|material,page2,page1,material,reviews,4,5,4,2,5,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,4,4
211,A,main_image|color_pattern|review_count|star_rating|material_word|imagine_look,reviews_photos|negative_reviews|bullets|material_cert|size_specs|price_deal|zoom_images,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,not_buy,want_compare|material,C,not_buy,look|want_compare,B,timing|reviews_trust,price_too_high,fallback_favorite,look,few_reviews|price_suspicious,look|brand,few_reviews|size,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,neutral,better_value,4,4
212,A,main_image|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,C,not_buy,few_reviews|brand|price_suspicious|want_compare,A,price|info_gap,fallback_favorite|price_too_high,price_suspicious|material,few_reviews|brand|price_suspicious,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|look,page2,page1,reviews,price_value,4,4,4,2,4,5,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,unlikely,better_rating,3,4
213,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,look|want_compare,C,not_buy,look|want_compare,A,price|timing,fallback_favorite|price_too_high,look|price_suspicious,look|price_suspicious,few_reviews|material,look|few_reviews,few_reviews|size|material,page2,page1,price_value,material,4,5,4,2,4,5,5,4,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,4
214,A,main_image|material_word|review_count|star_rating|magnets|imagine_look,bullets|material_cert|reviews_photos|negative_reviews|size_specs|zoom_images|price_deal,reviews_photos,add_cart,price_too_high|want_compare,yes_more,C,not_buy,brand|price_suspicious|want_compare,B,not_buy,look|price_suspicious|want_compare,A,price,fallback_favorite|price_too_high,look|price_suspicious|brand,price_suspicious|brand|few_reviews,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|transparency,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,yes_somewhat,better_value,3,4
