arm,persona_id,choice,rationale,reward,chosen_price,chosen_brand,chosen_rating,chosen_reviews,gt_rank,gt_monthly_sales,gt_monthly_revenue,q_factor_most,q_factor_second,q_material_pref,q_format_pref,q_pack_pref,q_badge_effect,q_switch_trigger,q_price_acceptance,q_purchase_intent,q_importance_price,q_importance_function,q_importance_appearance,q_importance_hygiene,q_importance_reviews,q_importance_brand,q_refill_acceptance
anon-norating,persona_amazon-6253b77b00ba,P01,"I've got a small suburban bathroom where floor space is precious, so a corner caddy that tucks away beats a freestanding base any day. The dedicated under-rim scrubber head sold me — that's exactly the spot that always gets gross and my old round brush never reaches, and at $8.99 with antibacterial bristles it's a no-brainer.",1.0,8.99,Clorox,4.6,5865,1,40482.0,369195.84,cleaning,price_value,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,5,4,4,5,3,4,4,2,2
anon-norating,persona_amazon-16f418deaf24,P06,The S-shaped bristles and openwork quick-drying base cover the two things I care about most: reaching under the rim and not sitting in a puddle of water. At $12.73 for a single set it's a fair price without paying for a multi-pack I don't need.,1.0,12.73,HAMITOR,4.6,2620,6,15311.0,207524.3,cleaning,hygiene,nylon_bristles,single_brush_set,single,yes_somewhat,better_rating,4,4,4,5,3,5,4,2,2
anon-norating,persona_amazon-5c5833ca0e4d,P13,"I want a simple single brush set with a ventilated holder so it dries fast and doesn't get gross. The silicone head won't scratch the porcelain, and at $11.99 it's a solid value without overbuying multi-packs I don't need.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,price_value,silicone,single_brush_set,single,yes_somewhat,better_rating,5,4,4,4,3,5,4,2,3
anon-norating,persona_amazon-da6a265152e2,P15,"I want a simple single brush with a covered, ventilated holder that dries quickly and hides the head, and the curved handle with denser bristles should reach under the rim. At $11.99 it's a reasonable price for a well-designed set without paying for multi-packs or plunger combos I don't need.",1.0,11.99,HAMITOR,4.4,7393,15,9504.0,94372.87,cleaning,holder,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,4,4,4,5,3,4,4,2,2
anon-norating,persona_amazon-ccdced3f513a,P15,"The curved anti-slip handle with dense bristles reaches under the rim, which is where the real cleaning happens, and the openwork slot base lets it dry out instead of stewing in a puddle. At $11.99 it's cheap enough to be a no-brainer, and the gray-and-white look won't clash with my bathroom.",1.0,11.99,HAMITOR,4.4,7393,15,9504.0,94372.87,cleaning,hygiene,nylon_bristles,single_brush_set,single,neutral,better_function,5,4,4,5,4,5,3,2,2
anon-norating,persona_amazon-de7f1e1f0fde,P12,"I live alone in a suburban house and want one dependable set that does the job without clutter. This one has a ventilated holder so it dries out and stays hygienic between uses, plus a heavy-duty plunger I'd otherwise have to buy separately — good value at $15.29.",1.0,15.29,LOVLOY,4.7,1475,12,9882.0,159952.27,hygiene,function_combo,nylon_bristles,brush_plunger_combo,single,yes_somewhat,better_function,5,4,4,4,3,5,4,2,2
anon-norating,persona_amazon-fc5c812b42aa,P13,"I want a simple, tidy set that won't scratch my toilet and dries quickly so it doesn't get gross. The silicone head on the pearl-white set with the ventilated holder fits that, and at $11.99 the price is easy to accept.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,yes_somewhat,better_function,5,4,4,4,3,5,4,3,2
anon-norating,persona_amazon-98a13ade1562,P12,"A combo brush and plunger covers the two jobs I actually need in a bathroom, and the ventilated holder keeps things from getting musty. The gray-black look is neutral enough for any bathroom and $15.29 is a fair price for both tools in one base.",1.0,15.29,LOVLOY,4.7,1475,12,9882.0,159952.27,function_combo,hygiene,nylon_bristles,brush_plunger_combo,single,neutral,better_function,5,4,4,5,2,4,3,2,2
anon-norating,persona_amazon-98ec84c5b574,P17,"At $6.99 it's the best value on the shelf, and it actually covers my real needs: a dense 360° main brush plus two crevice brushes for the tight spots around the hinges and base. I don't need a plunger combo or a multi-pack, so paying more for extras I won't use doesn't make sense.",1.0,6.99,Holaloha,4.3,173,17,7550.0,50132.0,price_value,cleaning,nylon_bristles,single_brush_set,single,neutral,better_value,5,4,5,4,3,3,3,2,2
anon-norating,persona_amazon-3fcd564b0abc,P13,"I want a simple single brush set with a ventilated holder so it dries out and doesn't get funky, and silicone bristles won't scratch the porcelain. The pearl-white look fits a bathroom without being flashy, and $11.99 is a fair price for something I'll use weekly for years.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,yes_somewhat,better_function,5,4,4,5,3,5,4,2,2
anon-norating,persona_amazon-b98b124a8518,P13,"The silicone head won't scratch the porcelain, which reassures me since I'm cautious about damaging the finish. I also like the ventilated holder for quick drying and the clean pearl-white look that fits a suburban bathroom, all at a reasonable $11.99.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,cleaning,hygiene,silicone,single_brush_set,single,yes_somewhat,better_function,5,4,4,5,4,5,4,3,2
anon-norating,persona_amazon-866a8e5ad00b,P13,"The silicone head won't scratch my bathroom's porcelain, and the ventilated holder helps it dry quickly so it stays hygienic. At $11.99 it's a reasonable price for a set that looks clean and simple in pearl white.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,yes_somewhat,better_rating,4,4,4,4,4,5,4,3,2
anon-norating,persona_amazon-f433c8f31ce6,P13,"I want a simple, tidy single set that won't scratch my porcelain, and silicone heads with a ventilated holder fit how I keep my bathroom dry and clean. The pearl-white look with a black base is practical and neutral, and at $11.99 it's a sensible price without paying for extra tools I won't use.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,material,silicone,single_brush_set,single,yes_somewhat,better_function,5,5,4,4,3,5,3,2,2
anon-norating,persona_amazon-34e1a70694bb,P17,"I want a cheap, functional set that actually gets into the tight spots around the bowl, and this one comes with two crevice brushes plus a dense 360-degree main brush for only $6.99. It's a no-brainer value pick that fits my deadline and my budget.",1.0,6.99,Holaloha,4.3,173,17,7550.0,50132.0,price_value,cleaning,nylon_bristles,single_brush_set,single,neutral,better_function,5,4,5,4,3,3,3,2,2
anon-norating,persona_amazon-8532b3150fb6,P13,"I want a simple single brush set that's affordable and easy to keep clean. The silicone head won't scratch the porcelain and the ventilated holder helps it dry out fast, which matters for hygiene in a small bathroom.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,price_value,silicone,single_brush_set,single,neutral,better_function,5,4,5,4,2,5,3,2,2
anon-norating,persona_amazon-00fba107d65c,P13,"I want a single, simple set for my own bathroom, and the silicone head appeals to me because it won't scratch the porcelain and is easy to rinse clean. The ventilated holder should dry quickly, which matters for hygiene, and at $11.99 it's a reasonable price for something I'll use daily.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,cleaning,hygiene,silicone,single_brush_set,single,neutral,better_function,5,4,4,5,3,5,3,2,2
anon-norating,persona_amazon-2392238d819d,P13,"The silicone head won't scratch the porcelain and the ventilated holder dries fast, which matters most to me for hygiene. At $11.99 it's a reasonable price without paying for a multi-pack or a plunger combo I don't need.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,price_value,silicone,single_brush_set,single,yes_somewhat,lower_price,4,4,5,4,3,5,4,2,2
anon-norating,persona_amazon-ca22dc7db612,P13,"I want a simple single brush set with a ventilated holder so it dries quickly and stays hygienic, and silicone bristles won't scratch the porcelain. Pearl white with a black base looks clean and modern in my bathroom, and at $11.99 it's a fair price for a well-designed set.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,price_value,silicone,single_brush_set,single,yes_somewhat,nothing,5,4,4,4,4,5,3,2,2
anon-norating,persona_amazon-50d4610a4f8c,P01,"The corner caddy design saves space in my small apartment bathroom, and the under-rim scrubber head plus antibacterial bristles give me real cleaning power for under $9. As a student on a budget, it hits the sweet spot of function, hygiene, and price.",1.0,8.99,Clorox,4.6,5865,1,40482.0,369195.84,price_value,cleaning,nylon_bristles,single_brush_set,single,yes_somewhat,better_rating,5,4,5,4,3,4,4,2,3
anon-norating,persona_amazon-bf57063c4984,P13,"The silicone head won't scratch the porcelain, and the ventilated holder lets the brush dry out so it doesn't sit in a puddle of gunk — that hygiene point matters most to me. At $11.99 it's a reasonable price for something I'll look at every day in the guest bath, and the pearl white with black base fits a clean, neutral look.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,yes_somewhat,better_rating,5,4,4,4,4,5,4,2,2
anon-norating,persona_amazon-456fa6ca7208,P13,"I want a simple, hygienic single brush set that won't scratch my toilet's finish, and the ventilated holder helps it dry out between uses. At $11.99 it's affordable for a student budget and the pearl-white look fits a clean bathroom without being flashy.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,price_value,silicone,single_brush_set,single,yes_somewhat,better_rating,5,4,4,4,3,5,4,2,3
anon-norating,persona_amazon-b8f545cf92e4,P13,"The silicone head won't scratch the porcelain and won't get gross and matted the way nylon bristles do, and the ventilated holder is the detail I actually care about for drying between uses. Pearl white with a black base reads clean and modern without being loud, and at $11.99 it's an easy price to justify for something I'll use every week.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,design,silicone,single_brush_set,single,yes_somewhat,better_look,5,4,4,4,5,5,4,2,2
anon-norating,persona_amazon-2671a002193a,P12,"I want a brush and plunger in one tidy unit, and the ventilated holder keeps things from getting funky in a humid bathroom. At $15.29 it's a fair price for a heavy-duty plunger plus brush without paying for gold-trimmed showpieces.",1.0,15.29,LOVLOY,4.7,1475,12,9882.0,159952.27,function_combo,hygiene,nylon_bristles,brush_plunger_combo,single,neutral,better_function,4,4,4,5,2,4,3,2,2
anon-norating,persona_amazon-7a417e717c36,P15,"I want a simple, well-priced single brush set that actually cleans under the rim, and the curved anti-slip handle with dense bristles does that at $11.99. The compact white-and-gray holder with an openwork slot fits my bathroom and dries without looking bulky.",1.0,11.99,HAMITOR,4.4,7393,15,9504.0,94372.87,cleaning,price_value,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,5,4,4,5,3,4,4,2,2
anon-norating,persona_amazon-16290adf5db1,P15,"I want a single, well-designed set that cleans thoroughly without clutter, and the curved handle that reaches under the rim plus the compact openwork base for quick drying fits that need. At $11.99 it's a reasonable price for a durable nylon brush that won't scratch or complicate my routine.",1.0,11.99,HAMITOR,4.4,7393,15,9504.0,94372.87,cleaning,hygiene,nylon_bristles,single_brush_set,single,yes_somewhat,nothing,4,4,4,5,3,5,4,2,2
anon-norating,persona_amazon-c360fd87a854,P13,"I like that the silicone head won't scratch the porcelain and the ventilated holder dries quickly, which matters for hygiene. It's a clean pearl-white look that suits my bathroom and the price is reasonable for a single set.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,design,silicone,single_brush_set,single,neutral,better_function,5,4,4,4,4,5,3,2,2
anon-norating,persona_amazon-d72fbcc47a7c,P13,"I want a simple single brush set with a ventilated holder so it dries quickly and doesn't get gross — that hygiene factor matters most with three kids in the house. The silicone head won't scratch the porcelain, the pearl-white look fits our bathroom, and at $11.99 it's an easy, low-risk buy.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,price_value,silicone,single_brush_set,single,neutral,better_function,5,4,4,4,4,5,3,2,2
anon-norating,persona_amazon-95e7b90f8e43,P06,"I want a classic nylon-bristle brush with a holder that lets the brush dry out, and the S-shaped bristles plus openwork base address both cleaning reach and hygiene without gimmicks. At $12.73 it's a sensible middle price for a single set that will fit my bathroom's gray-and-white palette.",1.0,12.73,HAMITOR,4.6,2620,6,15311.0,207524.3,cleaning,hygiene,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,4,4,4,5,3,5,4,2,2
anon-norating,persona_amazon-0abdcd0478d9,P13,"I want a hygienic, easy-to-keep-clean set, and the ventilated holder plus silicone head means it dries fast and won't scratch the porcelain. At $11.99 it's a fair price for a simple, low-maintenance design that fits a normal bathroom.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,price_value,silicone,single_brush_set,single,yes_somewhat,better_rating,4,4,4,4,3,5,4,3,3
anon-norating,persona_amazon-ac9a2f95c359,P13,"A silicone head won't scratch the porcelain, and the ventilated holder lets the brush dry out instead of sitting in a puddle of water. At $11.99 it's a reasonable price for a single set that fits a busy five-person household bathroom.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,yes_somewhat,better_function,4,4,4,4,3,5,4,2,2
anon-norating,persona_amazon-ef6d6986cd8c,P01,"I've got a small bathroom and the corner caddy saves precious space, plus the under-rim scrubber head is exactly what I need for those stubborn stains under the rim. The antibacterial bristles and non-slip grip are nice touches, and at $8.99 it's easy on the wallet.",1.0,8.99,Clorox,4.6,5865,1,40482.0,369195.84,cleaning,price_value,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,5,4,4,5,3,4,3,2,3
