trial,persona_path,reward,choice,choice_label,price,price_threshold,feature_priority,purchase_likelihood,age_bracket,economic_motivation,region,socioeconomic_band,gender_identity,life_stage,income,employment,rationale
survey_water-bottle-choice__HibvhvR,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-0246ff21ea47.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,45-54,Value-driven,South Asia,Upper-middle,Woman,Parent of young kids,$25k-50k,Homemaker,"I need a bottle that keeps water warm through the day, and 316 stainless steel insulation at ¥129 is the sensible middle of this shelf. The budget Fuguang is tempting but I'd rather pay a little more for the better liner and heat retention, and I can't justify ¥229 or ¥319 for a premium or viral tumbler."
survey_water-bottle-choice__Hj755v3,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-6f43d89ddba8.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,4,55-64,Indifferent,Western Europe,Upper-middle,Man,Mid-life,$100k-200k,Self-employed,"I want a properly insulated bottle for daily use, and the Beijixiong 316 offers the best combination of a 316/316L liner, triple heat blocking and a durable tail-less vacuum at a very reasonable ¥129. The 600 ml capacity suits a full working day without being bulky, and the price is modest enough that I do not need to justify it as a lifestyle purchase. The Stanley is oversized for my needs, the Nalgene is uninsulated, and the Zojirushi premium does not buy me anything I actually require."
survey_water-bottle-choice__HjKtnYE,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-6121771cac49.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,18-24,Cost-sensitive,Sub-Saharan Africa,Low income,Woman,Student,<$25k,Unemployed,"Je suis fauchée et je vis au jour le jour, donc ¥39.9 c'est ce que je peux vraiment sortir sans stresser. Il est isolé, 500 ml ça me suffit pour la journée, et la marque nationale cheap me rassure plus que les trucs à ¥300 qui sont juste du buzz. Bref, il fait le job sans me ruiner."
survey_water-bottle-choice__HkyrC2F,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-ab5ed0c0c9dd.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,35-44,Cost-sensitive,East Asia,Low income,Man,Mid-life,<$25k,Part-time,我预算有限，但每天都要用，所以不想买最便宜的那种，怕保温差、漏水。北極熊这款在百元档里给了316/316L内胆和三重隔热，容量600ml也够我一天喝，比美家便宜五十块，性价比最实在。
survey_water-bottle-choice__HncPisB,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-e7df070f47ea.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,35-44,Cost-sensitive,East Asia,Low income,Woman,Early career,<$25k,Homemaker,我平时在家和上班两头跑，保温杯得靠谱又不能太贵。北極熊这个600ml、316/316L内胆加三重锁温，¥129的价位我觉得最划算，容量也够我一天喝。名牌像象印和Stanley是好，但价格翻倍，我这人花钱偏保守，还是选中间档。
survey_water-bottle-choice__HohbL3N,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-e386116d05cc.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,55-64,Cost-sensitive,Sub-Saharan Africa,Low income,Woman,Retirement,$100k-200k,Retired,"Je veux une bouteille isotherme pour le thé toute la journée, et le modèle 316/316L à ¥129 offre la meilleure isolation pour un prix encore raisonnable. Le Fuguang est moins cher mais je préfère payer un peu plus pour une qualité d'isolation supérieure, sans aller jusqu'au prix du Zojirushi."
survey_water-bottle-choice__HsUSqFe,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-c2e42e643607.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,3,25-34,Cost-sensitive,Sub-Saharan Africa,Low income,Woman,Early career,<$25k,Gig / freelance,"Money is tight right now, so I need the best value I can actually afford, and the Beijixiong at ¥129 gives me a proper 316/316L stainless liner with triple heat blocking for way less than the Zojirushi or Mijia. I drink tea all day long and need it to stay hot, so real insulation matters more to me than a viral name or a straw lid. The 600 ml size also fits my bag better than the giant Stanley."
survey_water-bottle-choice__HupGJHS,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-bd7012991b65.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,75-84,Cost-sensitive,East Asia,Low income,Woman,Retirement,<$25k,Retired,我要买来每天用，保温最重要，价钿也要实惠。这只北極熊316内胆加三层隔热，一百廿九块，比小米和象印便宜，比四十块的基础款靠得住，最合算。
survey_water-bottle-choice__HxUHyHg,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-2ec06bf78e8a.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,55-64,Premium-seeking,Eastern Europe,Upper-middle,Man,Mid-life,null,Full-time,"I want reliable vacuum insulation and a durable 316 stainless liner for daily commuting and office use, and the Beijixiong delivers the best combination of those at a sensible price. The ¥129 mid-tier price is a reasonable premium over the budget option for clearly better materials and construction, while the larger premium and viral bottles add capacity or branding I don't need."
survey_water-bottle-choice__HzyiTNr,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-50d707c210bb.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,18-24,Cost-sensitive,South Asia,Lower-middle,Woman,Student,$25k-50k,Student,"I am cost-sensitive and on a tight student budget, so the ¥39.9 bottle is tempting, but I want proper insulation for daily tea and cold water. The Beijixiong at ¥129 gives me a 316/316L liner, triple heat blocking, and a larger 600 ml capacity for only ¥10 more than the plastic Nalgene — the best value at the mid tier."
survey_water-bottle-choice__J3FJ29G,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-b4d77fc01ed3.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,3,35-44,Cost-sensitive,MENA,Lower-middle,Man,Mid-life,<$25k,Part-time,"I want a stainless steel insulated bottle for daily use, and the Beijixiong 316 hits the sweet spot: a 316/316L inner liner with proper vacuum insulation at ¥129. I'm cost-sensitive and skeptical of paying for viral branding, so the mid-tier value pick makes more sense to me than the ¥39.9 basic option or the ¥179-319 name brands."
survey_water-bottle-choice__J5dDoPX,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-886ee0926339.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,3,35-44,Indifferent,Southeast Asia,Low income,Man,Parent of young kids,<$25k,Full-time,"I need a daily bottle that keeps drinks hot or cold during long on-call shifts, and 316/316L stainless steel with triple heat blocking is the strongest insulation I can get without overspending. At ¥129 it sits comfortably between the cheap basic bottle and the overpriced brand-name options, so it gives me the most reliable value for a household on a tight budget."
survey_water-bottle-choice__J8FYQzD,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-5335b0df1742.yaml,1.0,zojirushi_sm_sz,象印 SM-SZ,229.0,4,insulation,4,75-84,Premium-seeking,MENA,High income,Man,Mid-life,Unknown,Self-employed,"I have carried bottles through decades of travel and hard use, and I pay for proven engineering rather than viral fashion. The Zojirushi's top-tier insulation, ultra-light body, and easy-clean non-stick interior suit daily use far better than a bulky tumbler or a non-insulated plastic bottle. Price is secondary to reliability for something I will handle every day."
survey_water-bottle-choice__J8NjwL5,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-09b8c2a12bc7.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,65-74,Indifferent,Sub-Saharan Africa,Middle,Woman,Retirement,<$25k,Part-time,"Quero algo que aguente o dia todo, com bom isolamento e sem gastar muito. O Beijixiong 316 oferece aço 316/316L e isolamento triplo por ¥129 — melhor equilíbrio entre qualidade e preço. O Stanley é grande demais e pesado, e o Zojirushi, apesar de excelente, custa quase o dobro."
survey_water-bottle-choice__JB5kGsS,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-49e29f24adab.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,55-64,Value-driven,East Asia,Lower-middle,Man,Retirement,,Full-time,"보온·보냉 성능과 내구성을 최우선으로 보는데, 316/316L 스테인리스 내부에 진공 단열까지 갖춘 제품이 ¥129라는 합리적 가격에 제공됩니다. 일상용으로 600ml 용량은 적당하고, 브랜드 프리미엄에 웃돈을 지불할 이유가 없다고 판단했습니다."
survey_water-bottle-choice__JC54TAb,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-ab6912b3c9cf.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,35-44,Value-driven,South Asia,Low income,Man,Parent of young kids,<$25k,Self-employed,"Budget is tight with a big household, so ¥129 for 316/316L steel and triple heat blocking is the sweet spot. Insulated is non-negotiable for me — the Nalgene isn't, and the Zojirushi/Stanley prices are just too much for a daily beater. 600 ml is enough for my commute without being a brick."
survey_water-bottle-choice__JGvCPRH,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-4f4abbd277c0.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,5,25-34,Value-driven,Latin America,Middle,Woman,Student,null,Student,"Necesito aislamiento térmico real para mi uso diario, y esta botella ofrece la mejor relación calidad-precio de la estantería: acero inoxidable 316/316L con vacío sin cola a un precio medio de ¥129. La capacidad de 600 ml se ajusta a mis jornadas de estudio y trabajo de campo, y prefiero apoyar una marca nacional fiable antes que pagar el sobreprecio de las opciones de estilo o las premium."
survey_water-bottle-choice__JLeprzh,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-d6f380c9d8e0.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,4,55-64,Cost-sensitive,East Asia,High income,Woman,Retirement,$25k-50k,Part-time,我要的是保温、耐用又不太贵的日常瓶，316/316L内胆加三重隔热的配置在¥129这个价位最实在。容量600ml也够我一天喝，比花两三百买品牌溢价划算得多。
survey_water-bottle-choice__JMM94UD,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-40e8489cb380.yaml,1.0,zojirushi_sm_sz,象印 SM-SZ,229.0,4,insulation,4,75-84,Indifferent,East Asia,High income,Man,Retirement,,Retired,我一生做事都看重可靠与秩序，日常用的东西更要经得起长期考验。Zojirushi 这款保温性能顶级、内胆不粘易清洗、重量轻，480毫升对我一个人日常饮用正合适，符合我一贯“一次买对、用很多年”的作风。价格虽高，但以品质和耐用性衡量是可以接受的。
survey_water-bottle-choice__JMePQQz,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-0db974da0982.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,45-54,Cost-sensitive,East Asia,Lower-middle,Man,Mid-life,<$25k,Full-time,我要的是保温、耐用、价格不虚的日常瓶，600ml 够用又不太重。北極熊这款在百元档给到 316/316L 内胆和无尾真空，比 39.9 的基础款更靠谱，比小米和象印便宜不少。Stanley 太大太贵，Nalgene 不保温直接排除。
survey_water-bottle-choice__JgeKq7z,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-59e6e26d41c3.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,price,4,55-64,Value-driven,East Asia,Upper-middle,Man,Mid-life,$100k-200k,Self-employed,中価格帯で最高の価値と評価されており、316/316Lステンレスと真空断熱で保温性も信頼できる。500mlだと物足りず、zojirushiやstanleyは価格が高すぎるため、600mlで¥129というバランスが自分の日常使いに最も合っている。
survey_water-bottle-choice__JhgwJgj,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-6d5697d11095.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,3,insulation,3,65-74,Indifferent,Western Europe,High income,Woman,Retirement,null,Retired,"No persona-specific answer was produced, so a neutral answer was used."
survey_water-bottle-choice__JjURrRn,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-d34fcab002da.yaml,1.0,zojirushi_sm_sz,象印 SM-SZ,229.0,4,insulation,5,25-34,Premium-seeking,Latin America,High income,Man,Early career,null,Full-time,"I use a bottle every day and train daily, so insulation performance and easy cleaning matter more to me than saving money. The Zojirushi's top-tier vacuum insulation, ultra-light body, and non-stick interior justify the premium for a tool I'll handle dozens of times a day. The Stanley's 1180 ml is too bulky for my bag, and the cheaper 316 options don't match the build quality I want."
survey_water-bottle-choice__Jmige2q,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-ccc2e8720d95.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,45-54,Cost-sensitive,South Asia,Lower-middle,Man,Mid-life,<$25k,Full-time,"Paisa tight hai aur main budget par hoon, toh ¥39.9 wala basic insulated bottle hi sahi hai. 500 ml mere daily use ke liye kaafi hai, seal reliable hai aur sasta hone ke bawajood kaam chal jayega."
survey_water-bottle-choice__JoHUfrs,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-0914d3c753be.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,3,45-54,Value-driven,MENA,Low income,Man,Mid-life,<$25k,Self-employed,"I want proper vacuum insulation for daily use, and the Beijixiong gives me 316/316L steel and triple heat blocking at ¥129, which is fair for what it promises. The 600 ml size is practical for a full workday, and it is far cheaper than the Zojirushi or Stanley while still being a real insulated bottle rather than a plastic sports bottle."
